month,specialty,appointment_type,appointments_attended,appointments_attended_routine,appointments_attended_urgent,appointments_attended_2_week_wait,dna,appointments_for_removals,removals
31/05/2024,Gynaecology,N/A,1999,1115,820,64,240,NULL,NULL
31/07/2023,Paediatrics,N/A,706,680,26,0,87,NULL,NULL
31/10/2022,Cardiology,N/A,2707,2463,244,0,317,NULL,NULL
30/11/2022,Dermatology,N/A,196,151,21,24,65,NULL,NULL
30/11/2024,Urology,N/A,272,197,70,5,75,NULL,NULL
31/08/2023,General Surgery,N/A,304,237,58,9,71,NULL,NULL
29/02/2024,Gastroenterology,N/A,463,410,51,2,121,NULL,NULL
30/06/2023,Urology,N/A,315,178,103,34,63,NULL,NULL
31/07/2024,Cardiology,N/A,3652,3254,398,0,480,NULL,NULL
31/07/2022,Trauma & Orthopaedics,N/A,2055,1962,93,0,401,NULL,NULL
31/07/2024,Clinical Haematology,N/A,545,383,141,21,83,NULL,NULL
30/11/2024,Rheumatology,N/A,236,210,26,0,18,NULL,NULL
30/11/2023,Respiratory,N/A,787,630,151,6,137,NULL,NULL
31/08/2022,Colorectal Surgery,N/A,160,58,38,64,53,NULL,NULL
30/04/2024,General Surgery,N/A,511,459,39,13,82,NULL,NULL
31/05/2024,Paediatric ENT,N/A,125,69,56,0,43,NULL,NULL
29/02/2024,Cardiology,N/A,3620,3246,374,0,427,NULL,NULL
31/10/2022,Paediatric ENT,N/A,102,83,19,0,62,NULL,NULL
31/01/2024,Clinical Haematology,N/A,544,350,166,28,123,NULL,NULL
31/10/2024,Paediatrics,N/A,693,679,14,0,120,NULL,NULL
31/08/2022,Cardiology,N/A,2780,2534,246,0,315,NULL,NULL
31/01/2024,Rheumatology,N/A,269,230,39,0,60,NULL,NULL
30/04/2023,Neurology,N/A,124,94,29,1,42,NULL,NULL
31/10/2023,Paediatrics,N/A,670,638,32,0,138,NULL,NULL
31/08/2022,Clinical Haematology,N/A,444,325,99,20,63,NULL,NULL
31/05/2024,Neurology,N/A,137,129,8,0,32,NULL,NULL
31/12/2022,Paediatric ENT,N/A,68,41,27,0,48,NULL,NULL
31/07/2023,Diabetes,N/A,303,261,42,0,87,NULL,NULL
31/12/2023,General Medicine,N/A,563,525,28,10,79,NULL,NULL
31/05/2024,Trauma & Orthopaedics,N/A,2533,2470,63,0,374,NULL,NULL
31/12/2023,Colorectal Surgery,N/A,139,41,44,54,39,NULL,NULL
31/05/2024,Colorectal Surgery,N/A,99,33,30,36,33,NULL,NULL
30/09/2023,Respiratory,N/A,746,626,106,14,132,NULL,NULL
30/09/2023,Dermatology,N/A,296,212,40,44,117,NULL,NULL
30/04/2024,Rheumatology,N/A,323,281,42,0,36,NULL,NULL
30/11/2024,Respiratory,N/A,756,551,201,4,143,NULL,NULL
30/11/2022,Rheumatology,N/A,283,249,34,0,50,NULL,NULL
31/05/2024,Urology,N/A,311,158,127,26,87,NULL,NULL
31/07/2024,Dermatology,N/A,280,175,73,32,86,NULL,NULL
31/07/2022,ENT,N/A,352,235,112,5,163,NULL,NULL
28/02/2023,Colorectal Surgery,N/A,165,43,65,57,32,NULL,NULL
31/08/2023,Paediatrics,N/A,619,581,38,0,81,NULL,NULL
29/02/2024,Clinical Haematology,N/A,383,253,110,20,87,NULL,NULL
31/12/2023,Trauma & Orthopaedics,N/A,2073,2018,55,0,399,NULL,NULL
31/03/2023,Gastroenterology,N/A,381,315,59,7,86,NULL,NULL
30/11/2024,Breast Surgery,N/A,321,179,64,78,28,NULL,NULL
31/07/2022,General Medicine,N/A,449,442,7,0,54,NULL,NULL
31/07/2022,Rheumatology,N/A,237,210,26,1,41,NULL,NULL
30/11/2024,Neurology,N/A,171,161,10,0,66,NULL,NULL
30/09/2022,Cardiology,N/A,2919,2689,230,0,327,NULL,NULL
29/02/2024,Vascular Surgery,N/A,122,101,19,2,19,NULL,NULL
31/08/2022,Trauma & Orthopaedics,N/A,2320,2220,100,0,410,NULL,NULL
31/05/2023,Gastroenterology,N/A,370,327,40,3,97,NULL,NULL
31/03/2024,Gastroenterology,N/A,579,508,59,12,140,NULL,NULL
30/09/2023,Trauma & Orthopaedics,N/A,2239,2155,84,0,387,NULL,NULL
30/09/2024,Diabetes,N/A,294,263,31,0,81,NULL,NULL
30/04/2023,Urology,N/A,232,118,90,24,43,NULL,NULL
31/07/2023,Breast Surgery,N/A,257,139,41,77,41,NULL,NULL
30/09/2024,Dermatology,N/A,192,131,44,17,81,NULL,NULL
30/09/2022,Clinical Haematology,N/A,349,254,83,12,74,NULL,NULL
31/07/2023,Respiratory,N/A,684,552,119,13,122,NULL,NULL
30/11/2022,ENT,N/A,457,281,159,17,155,NULL,NULL
31/10/2023,Vascular Surgery,N/A,98,83,13,2,29,NULL,NULL
28/02/2023,Trauma & Orthopaedics,N/A,2164,2068,96,0,443,NULL,NULL
31/10/2023,Diabetes,N/A,351,289,62,0,105,NULL,NULL
31/03/2024,General Surgery,N/A,461,399,51,11,71,NULL,NULL
31/12/2023,Urology,N/A,271,137,107,27,71,NULL,NULL
31/03/2023,Paediatric ENT,N/A,113,75,37,1,38,NULL,NULL
30/09/2022,ENT,N/A,416,280,119,17,134,NULL,NULL
31/07/2024,Neurology,N/A,136,127,9,0,49,NULL,NULL
31/08/2022,Urology,N/A,215,128,66,21,37,NULL,NULL
31/03/2024,Paediatric ENT,N/A,117,77,40,0,29,NULL,NULL
28/02/2023,Urology,N/A,219,133,65,21,48,NULL,NULL
30/11/2022,General Surgery,N/A,327,273,52,2,54,NULL,NULL
31/10/2022,Urology,N/A,237,140,58,39,35,NULL,NULL
31/01/2023,Dermatology,N/A,228,184,31,13,69,NULL,NULL
31/03/2024,ENT,N/A,537,261,234,42,127,NULL,NULL
31/07/2023,Neurology,N/A,139,120,19,0,54,NULL,NULL
31/01/2024,Cardiology,N/A,3794,3469,325,0,392,NULL,NULL
30/09/2023,Colorectal Surgery,N/A,176,72,47,57,52,NULL,NULL
31/01/2024,Gynaecology,N/A,2159,1396,701,62,219,NULL,NULL
31/07/2022,General Surgery,N/A,193,141,49,3,52,NULL,NULL
30/11/2022,Gastroenterology,N/A,351,309,35,7,66,NULL,NULL
31/01/2024,Vascular Surgery,N/A,138,118,18,2,23,NULL,NULL
30/11/2023,Breast Surgery,N/A,284,153,64,67,43,NULL,NULL
30/09/2024,Breast Surgery,N/A,276,113,76,87,52,NULL,NULL
31/08/2024,Gastroenterology,N/A,453,406,44,3,100,NULL,NULL
31/01/2023,Urology,N/A,223,151,60,12,39,NULL,NULL
30/09/2024,Respiratory,N/A,757,557,198,2,179,NULL,NULL
31/10/2022,Breast Surgery,N/A,242,153,46,43,36,NULL,NULL
31/05/2023,General Surgery,N/A,332,222,109,1,78,NULL,NULL
31/12/2023,Breast Surgery,N/A,192,114,41,37,33,NULL,NULL
31/07/2023,Paediatric ENT,N/A,110,77,33,0,38,NULL,NULL
30/06/2023,Gynaecology,N/A,1760,1060,611,89,180,NULL,NULL
30/04/2023,Colorectal Surgery,N/A,157,43,62,52,25,NULL,NULL
30/09/2022,General Surgery,N/A,217,167,45,5,44,NULL,NULL
31/03/2024,Paediatrics,N/A,734,697,37,0,93,NULL,NULL
31/07/2024,Paediatric ENT,N/A,105,35,70,0,43,NULL,NULL
31/10/2024,Vascular Surgery,N/A,95,83,10,2,16,NULL,NULL
31/01/2023,Trauma & Orthopaedics,N/A,2223,2123,100,0,428,NULL,NULL
31/05/2024,Breast Surgery,N/A,295,162,58,75,48,NULL,NULL
29/02/2024,Rheumatology,N/A,300,261,38,1,40,NULL,NULL
30/06/2023,Gastroenterology,N/A,404,361,37,6,89,NULL,NULL
31/10/2022,Colorectal Surgery,N/A,201,57,52,92,43,NULL,NULL
31/01/2024,Gastroenterology,N/A,598,562,33,3,149,NULL,NULL
30/11/2022,Gynaecology,N/A,1479,1123,281,75,181,NULL,NULL
31/07/2023,Urology,N/A,327,158,131,38,79,NULL,NULL
31/03/2023,Gynaecology,N/A,2129,1265,775,89,221,NULL,NULL
31/07/2024,ENT,N/A,527,199,296,32,110,NULL,NULL
31/10/2022,Trauma & Orthopaedics,N/A,2050,1961,89,0,433,NULL,NULL
31/07/2023,Trauma & Orthopaedics,N/A,2054,1980,74,0,410,NULL,NULL
31/05/2024,Respiratory,N/A,720,533,177,10,152,NULL,NULL
31/12/2023,Paediatric ENT,N/A,53,30,23,0,24,NULL,NULL
31/03/2024,Clinical Haematology,N/A,448,286,143,19,84,NULL,NULL
31/03/2024,Cardiology,N/A,3587,3269,318,0,410,NULL,NULL
30/09/2024,Colorectal Surgery,N/A,111,49,45,17,25,NULL,NULL
30/04/2023,Clinical Haematology,N/A,373,244,102,27,49,NULL,NULL
31/12/2022,Paediatrics,N/A,666,652,14,0,110,NULL,NULL
30/04/2023,Cardiology,N/A,2591,2377,214,0,275,NULL,NULL
30/06/2022,Neurology,N/A,103,85,18,0,50,NULL,NULL
31/07/2023,Rheumatology,N/A,256,219,37,0,44,NULL,NULL
30/06/2024,Diabetes,N/A,339,294,45,0,90,NULL,NULL
30/04/2024,Respiratory,N/A,645,493,145,7,140,NULL,NULL
31/03/2023,Vascular Surgery,N/A,99,84,14,1,9,NULL,NULL
28/02/2023,General Medicine,N/A,765,745,16,4,96,NULL,NULL
30/04/2024,Clinical Haematology,N/A,526,363,136,27,89,NULL,NULL
30/09/2024,Neurology,N/A,161,146,15,0,54,NULL,NULL
30/09/2022,Paediatrics,N/A,742,723,19,0,102,NULL,NULL
30/09/2023,Gastroenterology,N/A,491,463,25,3,97,NULL,NULL
31/01/2023,Colorectal Surgery,N/A,185,45,70,70,28,NULL,NULL
30/06/2022,Gastroenterology,N/A,338,299,37,2,62,NULL,NULL
28/02/2023,Rheumatology,N/A,286,243,42,1,55,NULL,NULL
30/06/2023,Vascular Surgery,N/A,114,91,22,1,20,NULL,NULL
30/11/2023,Dermatology,N/A,278,183,63,32,116,NULL,NULL
31/07/2022,Diabetes,N/A,422,325,97,0,76,NULL,NULL
30/11/2024,Dermatology,N/A,167,121,38,8,62,NULL,NULL
31/07/2024,General Surgery,N/A,546,502,38,6,126,NULL,NULL
30/04/2024,ENT,N/A,511,264,218,29,108,NULL,NULL
31/12/2022,General Surgery,N/A,228,199,26,3,59,NULL,NULL
31/08/2023,Vascular Surgery,N/A,107,94,13,0,14,NULL,NULL
30/04/2023,Trauma & Orthopaedics,N/A,1995,1906,89,0,376,NULL,NULL
30/06/2024,Gynaecology,N/A,1820,1034,748,38,229,NULL,NULL
30/09/2023,Breast Surgery,N/A,283,155,59,69,27,NULL,NULL
30/04/2024,Cardiology,N/A,3938,3642,296,0,484,NULL,NULL
30/06/2024,Paediatrics,N/A,563,547,16,0,84,NULL,NULL
31/12/2022,ENT,N/A,345,188,143,14,160,NULL,NULL
31/08/2024,Vascular Surgery,N/A,70,58,9,3,6,NULL,NULL
30/04/2023,Respiratory,N/A,553,478,63,12,93,NULL,NULL
31/07/2024,Rheumatology,N/A,273,237,34,2,34,NULL,NULL
31/01/2024,Neurology,N/A,165,142,21,2,68,NULL,NULL
31/05/2024,Cardiology,N/A,3771,3382,389,0,462,NULL,NULL
31/05/2024,Clinical Haematology,N/A,495,328,151,16,67,NULL,NULL
31/05/2023,Rheumatology,N/A,354,315,38,1,52,NULL,NULL
30/09/2023,Neurology,N/A,119,102,15,2,64,NULL,NULL
31/08/2024,Paediatrics,N/A,622,605,17,0,104,NULL,NULL
31/12/2023,Respiratory,N/A,569,426,135,8,114,NULL,NULL
30/06/2024,Vascular Surgery,N/A,90,76,14,0,11,NULL,NULL
31/10/2023,Paediatric ENT,N/A,87,69,18,0,52,NULL,NULL
31/03/2023,Clinical Haematology,N/A,374,241,106,27,79,NULL,NULL
31/07/2023,Colorectal Surgery,N/A,152,54,51,47,36,NULL,NULL
31/12/2022,Diabetes,N/A,324,227,97,0,107,NULL,NULL
31/03/2023,Cardiology,N/A,3361,3074,287,0,308,NULL,NULL
31/10/2022,Respiratory,N/A,727,622,87,18,120,NULL,NULL
31/10/2023,Urology,N/A,335,171,130,34,123,NULL,NULL
31/08/2023,General Medicine,N/A,609,567,35,7,84,NULL,NULL
31/10/2024,Paediatric ENT,N/A,92,35,57,0,54,NULL,NULL
31/12/2022,Gastroenterology,N/A,245,222,20,3,54,NULL,NULL
31/07/2024,Colorectal Surgery,N/A,141,57,57,27,32,NULL,NULL
30/11/2023,ENT,N/A,473,295,152,26,146,NULL,NULL
31/08/2024,Trauma & Orthopaedics,N/A,2432,2386,46,0,424,NULL,NULL
31/12/2022,Colorectal Surgery,N/A,122,37,39,46,37,NULL,NULL
30/09/2024,Paediatric ENT,N/A,80,39,41,0,55,NULL,NULL
28/02/2023,Neurology,N/A,154,126,28,0,89,NULL,NULL
30/04/2023,Breast Surgery,N/A,214,98,45,71,30,NULL,NULL
29/02/2024,General Medicine,N/A,659,641,13,5,71,NULL,NULL
29/02/2024,Urology,N/A,324,155,129,40,113,NULL,NULL
30/06/2024,General Surgery,N/A,501,443,52,6,85,NULL,NULL
30/09/2023,Diabetes,N/A,328,291,37,0,118,NULL,NULL
31/08/2023,Colorectal Surgery,N/A,140,48,45,47,58,NULL,NULL
30/04/2023,Dermatology,N/A,228,164,39,25,65,NULL,NULL
31/07/2022,Dermatology,N/A,197,145,27,25,73,NULL,NULL
30/06/2023,Cardiology,N/A,3314,3019,295,0,335,NULL,NULL
31/01/2023,Rheumatology,N/A,347,308,38,1,63,NULL,NULL
31/07/2024,General Medicine,N/A,847,814,31,2,75,NULL,NULL
31/01/2024,Paediatrics,N/A,755,718,37,0,114,NULL,NULL
31/01/2023,Vascular Surgery,N/A,116,106,7,3,15,NULL,NULL
30/04/2023,Rheumatology,N/A,269,235,34,0,45,NULL,NULL
31/07/2023,General Surgery,N/A,295,194,93,8,73,NULL,NULL
30/04/2023,Diabetes,N/A,394,313,81,0,108,NULL,NULL
28/02/2023,Clinical Haematology,N/A,419,294,100,25,75,NULL,NULL
28/02/2023,Cardiology,N/A,5611,5106,503,2,520,NULL,NULL
31/08/2024,Cardiology,N/A,3422,3074,348,0,473,NULL,NULL
31/01/2023,Diabetes,N/A,465,365,100,0,153,NULL,NULL
31/08/2022,Gynaecology,N/A,1351,823,480,48,239,NULL,NULL
29/02/2024,Paediatric ENT,N/A,117,77,40,0,34,NULL,NULL
31/08/2024,Clinical Haematology,N/A,458,307,136,15,62,NULL,NULL
30/06/2023,Paediatrics,N/A,727,702,25,0,98,NULL,NULL
31/12/2023,Neurology,N/A,98,83,14,1,43,NULL,NULL
30/11/2024,ENT,N/A,498,174,313,11,173,NULL,NULL
30/09/2023,General Surgery,N/A,308,224,78,6,50,NULL,NULL
30/06/2023,ENT,N/A,499,291,187,21,143,NULL,NULL
28/02/2023,Dermatology,N/A,247,201,28,18,61,NULL,NULL
31/05/2023,Urology,N/A,277,143,103,31,66,NULL,NULL
31/10/2024,Rheumatology,N/A,235,202,32,1,28,NULL,NULL
30/09/2024,ENT,N/A,460,157,269,34,220,NULL,NULL
31/07/2023,ENT,N/A,419,236,167,16,123,NULL,NULL
30/11/2023,General Surgery,N/A,462,341,114,7,81,NULL,NULL
31/01/2024,ENT,N/A,557,308,224,25,155,NULL,NULL
31/05/2024,Dermatology,N/A,223,146,54,23,79,NULL,NULL
30/11/2024,Cardiology,N/A,3739,3385,354,0,434,NULL,NULL
30/06/2023,Clinical Haematology,N/A,425,276,128,21,76,NULL,NULL
31/10/2022,Dermatology,N/A,233,173,40,20,65,NULL,NULL
30/09/2024,Gynaecology,N/A,2008,1304,673,31,192,NULL,NULL
31/08/2024,Colorectal Surgery,N/A,95,46,32,17,44,NULL,NULL
30/04/2024,Neurology,N/A,127,119,8,0,49,NULL,NULL
30/06/2023,General Surgery,N/A,342,240,97,5,97,NULL,NULL
31/07/2024,Urology,N/A,471,279,165,27,143,NULL,NULL
30/04/2024,Dermatology,N/A,265,204,33,28,70,NULL,NULL
31/01/2024,Paediatric ENT,N/A,104,72,32,0,101,NULL,NULL
31/10/2024,Breast Surgery,N/A,309,174,62,73,39,NULL,NULL
31/12/2022,Urology,N/A,157,106,37,14,58,NULL,NULL
31/08/2022,Rheumatology,N/A,273,234,39,0,52,NULL,NULL
30/09/2023,Gynaecology,N/A,1566,1024,482,60,161,NULL,NULL
31/08/2024,Respiratory,N/A,820,631,181,8,179,NULL,NULL
31/05/2024,Rheumatology,N/A,300,245,55,0,35,NULL,NULL
31/10/2024,Gastroenterology,N/A,428,384,39,5,109,NULL,NULL
31/07/2024,Trauma & Orthopaedics,N/A,2710,2639,71,0,482,NULL,NULL
30/06/2022,Dermatology,N/A,178,148,18,12,72,NULL,NULL
31/12/2022,Trauma & Orthopaedics,N/A,1888,1778,110,0,385,NULL,NULL
31/10/2024,Respiratory,N/A,910,641,261,8,185,NULL,NULL
30/11/2024,Gynaecology,N/A,1947,1186,725,36,209,NULL,NULL
30/11/2022,Paediatrics,N/A,757,733,24,0,81,NULL,NULL
30/06/2022,Gynaecology,N/A,1402,857,507,38,204,NULL,NULL
30/11/2024,General Surgery,N/A,408,385,19,4,70,NULL,NULL
31/08/2022,Paediatric ENT,N/A,100,83,17,0,60,NULL,NULL
30/11/2024,Clinical Haematology,N/A,407,268,128,11,63,NULL,NULL
31/08/2023,Urology,N/A,330,174,126,30,81,NULL,NULL
31/10/2023,Rheumatology,N/A,218,189,29,0,33,NULL,NULL
30/06/2024,ENT,N/A,561,237,282,42,147,NULL,NULL
30/06/2024,Gastroenterology,N/A,423,370,50,3,106,NULL,NULL
31/05/2023,Clinical Haematology,N/A,473,323,128,22,91,NULL,NULL
31/10/2022,Diabetes,N/A,438,359,79,0,91,NULL,NULL
31/05/2023,Cardiology,N/A,3427,3134,293,0,353,NULL,NULL
31/08/2023,Trauma & Orthopaedics,N/A,2179,2118,61,0,429,NULL,NULL
30/09/2022,Vascular Surgery,N/A,95,77,18,0,7,NULL,NULL
30/04/2024,Diabetes,N/A,351,313,38,0,80,NULL,NULL
31/05/2024,Diabetes,N/A,340,303,37,0,88,NULL,NULL
31/03/2023,Paediatrics,N/A,695,676,19,0,106,NULL,NULL
31/10/2023,Trauma & Orthopaedics,N/A,2484,2413,71,0,431,NULL,NULL
31/08/2024,Urology,N/A,248,129,95,24,63,NULL,NULL
31/05/2024,ENT,N/A,480,208,237,35,147,NULL,NULL
31/07/2023,Dermatology,N/A,258,174,34,50,110,NULL,NULL
31/05/2024,General Medicine,N/A,624,607,13,4,103,NULL,NULL
30/09/2022,Rheumatology,N/A,284,263,20,1,40,NULL,NULL
30/11/2022,Cardiology,N/A,3113,2905,208,0,282,NULL,NULL
31/10/2024,Clinical Haematology,N/A,528,347,165,16,74,NULL,NULL
31/10/2024,Neurology,N/A,193,182,11,0,73,NULL,NULL
31/01/2023,Respiratory,N/A,839,751,70,18,131,NULL,NULL
30/06/2022,ENT,N/A,339,232,102,5,154,NULL,NULL
30/04/2024,General Medicine,N/A,689,664,19,6,89,NULL,NULL
31/08/2022,Paediatrics,N/A,717,698,19,0,104,NULL,NULL
30/11/2024,Gastroenterology,N/A,364,328,30,6,103,NULL,NULL
31/05/2023,Trauma & Orthopaedics,N/A,2231,2168,63,0,397,NULL,NULL
31/07/2024,Breast Surgery,N/A,305,154,64,87,48,NULL,NULL
30/06/2022,Cardiology,N/A,2651,2406,245,0,324,NULL,NULL
31/12/2022,Breast Surgery,N/A,193,98,36,59,55,NULL,NULL
30/06/2022,Clinical Haematology,N/A,419,287,117,15,70,NULL,NULL
30/11/2022,Clinical Haematology,N/A,415,312,82,21,81,NULL,NULL
31/10/2024,Trauma & Orthopaedics,N/A,2528,2482,46,0,490,NULL,NULL
31/03/2023,Rheumatology,N/A,332,295,35,2,44,NULL,NULL
31/03/2023,Urology,N/A,297,155,114,28,48,NULL,NULL
31/10/2023,General Medicine,N/A,577,532,30,15,87,NULL,NULL
29/02/2024,Neurology,N/A,148,136,12,0,42,NULL,NULL
30/09/2023,Paediatric ENT,N/A,77,50,27,0,39,NULL,NULL
30/04/2024,Vascular Surgery,N/A,94,78,12,4,7,NULL,NULL
30/11/2023,Gastroenterology,N/A,737,691,41,5,91,NULL,NULL
31/05/2023,Paediatrics,N/A,645,604,41,0,90,NULL,NULL
31/08/2024,Rheumatology,N/A,185,157,28,0,39,NULL,NULL
29/02/2024,Respiratory,N/A,748,584,152,12,131,NULL,NULL
30/09/2022,Gynaecology,N/A,1235,771,408,56,175,NULL,NULL
31/10/2024,Urology,N/A,265,176,82,7,70,NULL,NULL
30/11/2023,Neurology,N/A,159,144,15,0,75,NULL,NULL
31/10/2023,Breast Surgery,N/A,277,154,51,72,30,NULL,NULL
31/03/2024,Gynaecology,N/A,1944,1127,754,63,190,NULL,NULL
31/05/2023,Colorectal Surgery,N/A,162,47,63,52,27,NULL,NULL
31/10/2023,Colorectal Surgery,N/A,166,62,41,63,38,NULL,NULL
30/11/2023,Gynaecology,N/A,1976,1215,693,68,242,NULL,NULL
30/09/2024,General Surgery,N/A,428,392,28,8,62,NULL,NULL
31/12/2023,Diabetes,N/A,275,244,31,0,74,NULL,NULL
31/10/2023,Respiratory,N/A,732,582,131,19,160,NULL,NULL
31/05/2024,General Surgery,N/A,538,488,49,1,82,NULL,NULL
28/02/2023,Breast Surgery,N/A,213,107,49,57,38,NULL,NULL
31/01/2023,Neurology,N/A,142,118,23,1,58,NULL,NULL
30/04/2023,General Surgery,N/A,277,185,86,6,62,NULL,NULL
31/10/2022,General Surgery,N/A,259,216,40,3,64,NULL,NULL
31/05/2023,Breast Surgery,N/A,272,118,66,88,46,NULL,NULL
31/08/2023,Diabetes,N/A,396,345,51,0,92,NULL,NULL
31/03/2024,Rheumatology,N/A,292,246,45,1,45,NULL,NULL
31/07/2023,Gastroenterology,N/A,368,322,45,1,71,NULL,NULL
29/02/2024,Dermatology,N/A,232,148,50,34,78,NULL,NULL
31/08/2022,General Medicine,N/A,519,511,3,5,65,NULL,NULL
30/06/2022,General Surgery,N/A,219,164,52,3,46,NULL,NULL
31/05/2023,Paediatric ENT,N/A,78,58,18,2,44,NULL,NULL
31/10/2024,Cardiology,N/A,3987,3592,395,0,501,NULL,NULL
30/09/2023,ENT,N/A,470,282,168,20,137,NULL,NULL
30/04/2023,General Medicine,N/A,475,460,10,5,65,NULL,NULL
31/01/2023,General Medicine,N/A,777,716,55,6,89,NULL,NULL
31/07/2022,Respiratory,N/A,663,524,117,22,117,NULL,NULL
31/07/2024,Respiratory,N/A,806,589,210,7,173,NULL,NULL
31/08/2022,Breast Surgery,N/A,234,130,70,34,56,NULL,NULL
30/09/2024,General Medicine,N/A,805,748,53,4,61,NULL,NULL
31/07/2024,Diabetes,N/A,418,356,62,0,110,NULL,NULL
31/07/2022,Neurology,N/A,90,76,12,2,35,NULL,NULL
31/08/2023,Rheumatology,N/A,244,209,35,0,37,NULL,NULL
28/02/2023,Respiratory,N/A,780,694,71,15,142,NULL,NULL
30/11/2022,Vascular Surgery,N/A,105,97,7,1,14,NULL,NULL
31/10/2024,Colorectal Surgery,N/A,127,49,64,14,37,NULL,NULL
30/09/2022,Gastroenterology,N/A,339,280,53,6,78,NULL,NULL
